"","id","player.name","xA","play_pattern.name","pass.length","pass.angle","pass.height.name","pass.body_part.name","start.X","start.Y","end.X","end.Y","startDist","endDist","pass.outcome"
"27556","77ae2c75-d765-4346-931b-8b6dc4ab4368","Jordan Nobbs",0.063060425,"From Throw In",6.132699,-1.1509163,"Ground Pass","Right Foot",103.2,35.4,105.7,29.8,17.4183810958424,17.5650220609027,"No goal"
"28003","ceb6c806-68eb-4272-9583-6ade44030b2e","Leonie Maier",0.30850655,"Regular Play",33.337666,-1.2281759,"High Pass","Right Foot",104.7,69.8,115.9,38.4,33.4982089073431,4.40113621693307,"Goal"
"28627","d1f7c659-188c-452d-83a1-ee41be495f53","Guro Reiten",0.4661724,"Regular Play",31.586864,0.38285792,"Low Pass","Left Foot",68.8,26.7,98.1,38.5,52.8992438509285,21.9513097559121,"No goal"
"29097","a8ff2574-56a0-4537-b2f1-d9c59a2ca988","Brooke Chaplen",0.076990806,"Regular Play",3.5014284,-3.113029,"Low Pass","Other",107.1,43.8,103.6,43.7,13.4480481855175,16.8121979526771,"Goal"
"29277","0d468e2e-997f-4f53-8207-6d3c9dfb611f","Rachel Rowe",0.017097685,"From Throw In",9.441399,-2.6447818,"Ground Pass","Right Foot",109,64.8,100.7,60.3,27.1300571322657,28.0103552280224,"No goal"
"29304","565e3753-b8b6-48ae-ac5b-aebfad80585c","Sophie Ingle",0.052704755,"Regular Play",18.656097,0.22157592,"Ground Pass","Right Foot",88.7,22.6,106.9,26.7,35.8113110622887,18.6681547025945,"No goal"
"29485","cd338a3d-381e-4a2e-92d0-3f7637cedad9","Samantha Kerr",0.105008096,"From Throw In",15.839823,1.3089739,"Ground Pass","Right Foot",97.6,41.6,101.7,56.9,22.4570701561891,24.9098374141623,"No goal"
"29894","beec1752-0cde-4208-812d-0ee9aad5446e","Fara Williams",0.07774134,"From Free Kick",27.560116,-1.1363612,"High Pass","Right Foot",93.6,74.2,105.2,49.2,43.2041664657473,17.4264167286336,"No goal"
"29972","7ed11dee-eed9-462d-ace5-ae933a539f53","Guro Reiten",0.025624573,"From Throw In",11.001818,2.669815,"Ground Pass","Left Foot",106.2,21.1,96.4,26.1,23.4019229979077,27.3892314605576,"No goal"
"30247","2a113e66-6e71-4703-929e-90279a74bc6e","Guro Reiten",0.025244538,"Regular Play",11.448144,2.8308914,"Ground Pass","Left Foot",116.3,19.3,105.4,22.8,21.0280764693302,22.5610283453569,"No goal"
"30474","f21ff7a4-830c-4746-9280-8b7e7ac8aca5","Bethany England",0.46678457,"Regular Play",21.205894,-1.0797294,"High Pass","Right Foot",79.2,52.4,89.2,33.7,42.6427016029707,31.4377162020399,"No goal"
"30635","4ec00572-a473-446d-8d67-e58ba6fac87f","Samantha Kerr",0.34158504,"Regular Play",19.043634,-1.222474,"High Pass","Right Foot",104.1,56.6,110.6,38.7,22.9863002677682,9.48946784598589,"No goal"
"30904","f1ec6c7a-6893-4fc9-be46-88a84d6f4fe4","Guro Reiten",0.43407756,"From Throw In",18.060177,1.0427219,"Low Pass","Left Foot",109.2,21.5,118.3,37.1,21.421717951649,3.36154726279432,"No goal"
"31287","dd0c6e70-123f-47b3-8f8d-33c4255d7531","Drew Spence",0.020827768,"Regular Play",11.258775,1.3559809,"Ground Pass","Right Foot",76.4,40.3,78.8,51.3,43.6010320978758,42.7215402344063,"No goal"
"31470","acd260f9-bc0d-4b33-848d-280223a6839e","Erin Cuthbert",0.06913619,"From Counter",58.84896,-0.6842948,"High Pass","Right Foot",43,47.7,88.6,10.5,77.3840422826309,43.0837556394519,"No goal"
"31476","35d5fe21-5b97-4a41-8d25-fa737faa95fd","Erin Cuthbert",0.061329007,"From Corner",40.498024,1.7696446,"High Pass","Right Foot",120,0.1,112,39.8,39.9,8.00249960949702,"No goal"
"32347","44343673-4416-4cff-bb2f-e4972945e0bd","Chantelle Boye-Hlorkah",0.02217201,"Regular Play",6.6603303,2.4199378,"Ground Pass","Right Foot",97.5,26.2,92.5,30.6,26.394885868289,29.0621747293626,"No goal"
"32479","7406fb6f-1ba4-432c-acec-50bc87c215f3","Simone Magill",0.35741466,"Regular Play",33.321613,-0.03602045,"Ground Pass","Right Foot",77.7,32.7,111,31.5,42.9252839245124,12.3794184031399,"No goal"
"32574","908f19b7-74c6-4760-a482-58c34f93d1ae","Rosella Ayane",0.018578963,"Regular Play",46.807266,1.6649379,"High Pass","Left Foot",114.5,12,110.1,58.6,28.5350661467605,21.0705956251835,"No goal"
"32617","074f747d-b745-46d1-b9ea-071ba517c772","Simone Magill",0.025250135,"From Throw In",10.140019,2.4961193,"Ground Pass","Right Foot",112.4,60.8,104.3,66.9,22.1449768570663,31.1464283666683,"No goal"
"32638","dc9595c5-3070-427a-917e-3d6d7c4ebf06","Chloe Kelly",0.0991572,"Regular Play",18.020544,-1.3298553,"Low Pass","Right Foot",105.8,65.4,110.1,47.9,29.0998281781869,12.665701717631,"No goal"
"32770","771ce285-147d-4836-bef2-6f31c2b11708","Gemma Suzanne Davison",0.014459658,"From Free Kick",21.824757,2.2913504,"Ground Pass","Right Foot",106.8,3.5,92.4,19.9,38.8135285693017,34.1433741742084,"No goal"
"32796","92eab48d-c556-475e-9f73-b5cf87ea2567","Chantelle Boye-Hlorkah",0.0644824,"Regular Play",19.81237,-0.03533882,"Ground Pass","Right Foot",86.6,26.5,106.4,25.8,36.0251301177386,19.662146373171,"No goal"
"32859","8cdc25e2-6d15-48c0-b66c-0246c6c326a1","Inessa Kaagman",0.12612943,"From Throw In",13,1.9655875,"Ground Pass","Left Foot",107.2,32.1,102.2,44.1,15.0416089564913,18.2660887986454,"Goal"
"33148","5581c476-913c-42c4-a842-14be69fe9bfb","Josie Green",0.02050456,"From Throw In",26.487734,0.6676656,"Ground Pass","Left Foot",85.8,4.5,106.6,20.9,49.2939144317024,23.3317380407033,"No goal"
"33792","8ab15056-3a19-476f-bd2f-d73c6c9f4f9b","Chloe Kelly",0.08162441,"Regular Play",61.454456,0.80035675,"High Pass","Right Foot",65.7,8.1,108.5,52.2,62.9769799212379,16.7657388742638,"No goal"
"33845","e4fb001d-596a-4425-ab3a-f5cb0b69ef95","Angela Addison",0.020178689,"From Free Kick",18.906612,1.5443475,"Ground Pass","Right Foot",71.6,15.1,72.1,34,54.4294956801916,48.2743202955774,"No goal"
"34007","cd1fd8c9-2cb1-43a2-8cea-9f471d7ded75","Esme Beth Morgan",0.03020177,"Regular Play",22.645088,-0.9484935,"Ground Pass","Right Foot",77.6,57.2,90.8,38.8,45.7558739398561,29.2246471321725,"No goal"
"34026","c62547ec-d985-4b31-99e7-4f043c1990d8","Simone Magill",0.10362505,"Regular Play",6.1717095,2.4364812,"Ground Pass","Right Foot",104.3,35.7,99.6,39.7,16.278206289392,20.4022057631032,"Goal"
"34450","18576ad8-b9eb-47cb-bd62-412104096db2","Ria Percival",0.1827154,"Regular Play",27.68104,-0.91862494,"High Pass","Right Foot",94.3,61.4,111.1,39.4,33.443235489408,8.92020179143948,"Goal"
"35482","9f212648-834a-402f-ac23-25e43e62ceaa","Abbi Grant",0.066152215,"Regular Play",13.379462,1.2277724,"Ground Pass","Right Foot",93.6,33.9,98.1,46.5,27.095571593897,22.8442552953691,"No goal"
"36160","c8942145-914d-4ee6-a0b6-e8d6c6e5bd5e","Maren Nævdal Mjelde",0.02478761,"From Throw In",8.415462,0.35181668,"Ground Pass","Right Foot",89.7,61.1,97.6,64,36.9228926277452,32.8292552458931,"No goal"
"36681","f0f0a790-21be-4171-9bae-0acdcad193ee","Abbi Grant",0.071260884,"From Throw In",28.367058,1.8825138,"Low Pass","Left Foot",112.5,8.4,103.8,35.4,32.4778385980348,16.8404275480167,"No goal"
"37034","abe5e3e4-fea3-4d3c-90e7-3db4e3916afe","Maren Nævdal Mjelde",0.111055434,"Regular Play",9.720082,-2.5022068,"Ground Pass","Left Foot",110.1,48.9,102.3,43.1,13.312400234368,17.9694184658269,"No goal"
"37369","f226d06f-3271-4f0b-aa8e-5e6c6e58f00b","Erin Cuthbert",0.027107656,"Regular Play",16.420109,-2.3992712,"Ground Pass","Right Foot",93.2,41.4,81.1,30.3,26.8365422511917,40.091146154731,"No goal"
"37424","c5f2a73f-cf18-4973-97a8-926a76ea8a65","Guro Reiten",0.034130532,"From Corner",31.308784,-1.9572338,"High Pass","Left Foot",120,80,108.2,51,40,16.1319558640606,"No goal"
"37699","2adb9fee-4bdc-4758-988b-8bba3f84c9b4","Erin Cuthbert",0.3754469,"Regular Play",24.91907,-0.32682666,"High Pass","Right Foot",54.7,40.4,78.3,32.4,65.3012251033623,42.3869083562366,"Goal"
"37816","bef713b8-d43f-42d4-8a96-d074c324be73","Maren Nævdal Mjelde",0.013645857,"Regular Play",17.53083,-2.031893,"Ground Pass","Right Foot",85.9,56.6,78.1,40.9,37.9258487050719,41.9096647564735,"No goal"
"38329","293eadf5-918d-4b91-b704-672b83b776e0","Guro Reiten",0.12984069,"Regular Play",15.387333,1.1274947,"Ground Pass","Left Foot",98.9,20.1,105.5,34,29.0037928554181,15.6923548264752,"No goal"
"38466","b48d958e-808f-4732-9e2f-868d37088f78","Bethany England",0.057499416,"From Throw In",15.146287,-1.4317003,"Ground Pass","Right Foot",89.1,58.4,91.2,43.4,35.9634536717485,29,"No goal"
"38986","68dd2bdb-ca1a-41c6-b911-b48c272f62d3","Emma Rose Kelly",0.06681381,"From Throw In",37.01351,0.95431566,"High Pass","Right Foot",87.2,12.8,108.6,43,42.6107967538745,11.7881296226331,"No goal"
"39072","637ef802-e94e-448e-adee-fb6fc2f752cd","Inessa Kaagman",0.028737841,"From Counter",13.009612,-0.6819437,"Ground Pass","Right Foot",79.8,69.5,89.9,61.3,49.8627115187291,36.874110158755,"No goal"
"39147","3a159b25-2b8c-47bd-bf41-ae429c0ceed2","Lucy Graham",0.027221495,"Regular Play",24.539356,1.251623,"Ground Pass","Right Foot",83.2,26.5,90.9,49.8,39.1980866880005,30.7058626324029,"No goal"
"39344","865b7eae-a44b-4f3a-8ba9-d5e4c03abcf0","Keira Walsh",0.04746997,"From Counter",36.96282,-0.11932148,"Ground Pass","Right Foot",67.2,25.5,103.9,21.1,54.7548171396819,24.8278069913555,"No goal"
"39551","3ef0404c-34fe-440e-854e-19c9579a82d7","Jill Scott",0.06672811,"Regular Play",16.224981,-2.158799,"Ground Pass","Right Foot",115.6,63.1,106.6,49.6,23.5153141590751,16.4839315698652,"No goal"
"39829","9e4840cc-c437-467a-b054-56220c0d8090","Janine Beckie",0.07799003,"From Throw In",37.317154,-0.43128482,"Ground Pass","Right Foot",63.8,72.2,97.7,56.6,64.7709811566878,27.8001798555333,"No goal"
"40037","d48927b1-8210-411e-a6a0-a9dacc7833dd","Demi Stokes",0.10607596,"Regular Play",45.154514,0.35747465,"Low Pass","Left Foot",62.1,5.9,104.4,21.7,67.1953867464129,24.0468293128221,"No goal"
"40297","c867b98f-9290-4eb4-ba81-c1b018a9d53a","Pauline Bremer",0.12664944,"From Counter",21.95928,0.88538724,"Ground Pass","Right Foot",87.5,7,101.4,24,46.316843588483,24.5348731400837,"No goal"
"40515","a044ca4c-cd02-496a-bc2a-28a7c458b7ba","Lauren Hemp",0.1374561,"Regular Play",14.894965,2.1457644,"Ground Pass","Left Foot",114.9,21.7,106.8,34.2,18.9973682387851,14.4180442501748,"No goal"
"40655","9303cb4e-5a35-473d-baff-f3383bc432c8","Janine Beckie",0.030515648,"From Throw In",51.44881,-1.3093175,"High Pass","Right Foot",101.7,71.8,115,22.1,36.6896443155286,18.585209172888,"No goal"
"40751","c278bab7-e86c-44c9-ba2c-2acc2d897732","Caroline Weir",0.096717246,"Regular Play",11.548593,-2.0770538,"Ground Pass","Left Foot",115.5,53.5,109.9,43.4,14.2302494707577,10.6569226327303,"No goal"
"41453","0aa71d7b-dfce-4056-b7b7-a19c8c8afe21","Lauren Hemp",0.11617134,"Regular Play",29.15476,1.314171,"Ground Pass","Left Foot",96.3,9.4,103.7,37.6,38.7046508833241,16.4757397406004,"Goal"
"41516","06efcd25-c3f0-430c-9d7a-251b80849c85","Stephanie Houghton",0.03718459,"From Corner",42.992325,-1.1768998,"High Pass","Right Foot",95.9,77,112.4,37.3,44.1566529528677,8.06535802057168,"No goal"
"41671","e0a26857-0993-4edc-bf31-5f9748e86e70","Janine Beckie",0.049825527,"From Throw In",36.07021,-1.4736104,"High Pass","Right Foot",107,78.4,110.5,42.5,40.5408436024708,9.82344135219425,"No goal"
"41746","2578f9be-43b5-4344-8f41-2366ba7308ed","Caroline Weir",0.14298287,"From Free Kick",43.08004,0.928688,"High Pass","Left Foot",85.1,11.5,110.9,46,45.0584065408443,10.9,"Goal"
"41803","017ee9d4-7148-470f-8295-89346a4caf3a","Pauline Bremer",0.36061043,"Regular Play",12.120231,2.0233743,"Ground Pass","Right Foot",115,29.3,109.7,40.2,11.8105884696741,10.301941564579,"No goal"
"41809","1fac7a33-aed2-4415-a5f3-9520391663b1","Caroline Weir",0.105573215,"From Corner",33.105892,-1.7776703,"High Pass","Left Foot",120,80,113.2,47.6,40,10.1980390271856,"No goal"
"41967","d01ee724-af49-4523-ad55-12e5879c36da","Molly Pike",0.2026064,"Regular Play",32.41188,-1.6852014,"High Pass","Right Foot",116.3,67.5,112.6,35.3,27.7477927050063,8.76641317757725,"No goal"
"42129","c14c3212-69f2-4e32-867e-50a011fd5317","Ellen White",0.092721835,"Regular Play",6.5802736,0.63438284,"Ground Pass","Left Foot",93.9,16.8,99.2,20.7,34.9206242784977,28.3748127747127,"No goal"
"42285","27cd1219-2730-438a-849b-0193545af4c0","Janine Beckie",0.21599849,"From Throw In",17.18284,-1.4247841,"Low Pass","Right Foot",111.1,63.2,113.6,46.2,24.8485412046663,8.91066776397819,"No goal"
"42600","480f73e7-6d04-4cda-b045-04ee96279d2d","Demi Stokes",0.031462975,"From Throw In",36.930473,0.04062804,"Ground Pass","Left Foot",82,22.9,118.9,24.4,41.6702531789765,15.6387339641034,"No goal"
"42635","a7be9b69-02a7-4763-8937-e6ba36944ecf","Janine Beckie",0.17319892,"From Throw In",11.896638,-2.0231662,"Ground Pass","Right Foot",120,57.7,114.8,47,17.7,8.72009174263666,"No goal"
"42653","891585e7-5bd0-4869-ba87-26c56f96f1d7","Lauren Hemp",0.024997577,"Regular Play",13.132022,1.212917,"Ground Pass","Left Foot",85.4,7.2,90,19.5,47.6759897642409,36.3352445980483,"No goal"
"43036","d2fc089b-de58-4683-913d-f4f5cc9c2eb2","Ellen White",0.2589109,"Regular Play",24.858198,-1.6392376,"Ground Pass","Right Foot",108,64.1,106.3,39.3,26.9222955930582,13.717871555019,"Goal"
"43088","19e33f0e-a7a4-4b93-a835-abe9a1f1ce41","Janine Beckie",0.0543121,"Regular Play",28.189714,-0.66975486,"Ground Pass","Right Foot",80.6,72.2,102.7,54.7,50.8841822180528,22.7019822923021,"Goal"
"43108","0d3605c0-0e58-4f8a-87e8-94c71af83eed","Jill Scott",0.05653855,"Regular Play",21.69539,-1.0390723,"Ground Pass","Right Foot",84.9,72.2,95.9,53.5,47.6324469243393,27.6235406854371,"No goal"
"43144","20747d24-aa52-4e5f-b167-a2bcc9c6ba59","Ellen White",0.3651994,"From Throw In",6.6030297,0.03029376,"Ground Pass","Right Foot",97.8,40.1,104.4,40.3,22.2002252240828,15.602884348735,"No goal"
"43149","5c91f402-0cb0-4e1e-91d6-5b6ec73f68f4","Caroline Weir",0.035761878,"From Corner",33.392365,1.8499187,"High Pass","Left Foot",120,0.1,110.8,32.2,39.9,12.0615090266517,"No goal"
"43163","0840e1ed-9c7b-42b9-8ace-01d6886bf461","Kit Graham",0.012500555,"From Goal Kick",33.467,-1.2736155,"Ground Pass","Left Foot",62.8,35.7,72.6,3.7,57.3613981698494,59.7030149992444,"No goal"
"43554","94992aba-78a9-4824-b8e7-9f16e0f6e2fe","Pauline Bremer",0.025630651,"Regular Play",15.24336,-1.9049944,"Ground Pass","Right Foot",91,54.7,86,40.3,32.5129205086224,34.001323503652,"No goal"
"43623","304c0feb-8fb8-4d16-b3f1-ca7aaeff6e0f","Gemma Suzanne Davison",0.028862393,"From Goal Kick",10.0657835,2.7758453,"Ground Pass","Right Foot",105.1,20.7,95.7,24.3,24.3823706804732,28.9306066303491,"No goal"
"43738","a93f2321-ef7a-4324-b361-3087837b713f","Megan Campbell",0.05008942,"Regular Play",34.310493,0.4075707,"Ground Pass","Left Foot",75.9,1.9,107.4,15.5,58.2788126165933,27.5501361158162,"No goal"
"43897","59e3ecdc-b0ab-4215-b8ea-46cfd5ecc20b","Lauren Hemp",0.18330131,"Regular Play",15.698407,2.165866,"Ground Pass","Left Foot",116,24.3,107.2,37.3,16.2015431363806,13.081666560496,"Goal"
"44224","0741bc48-45a4-4c16-81fd-d0ddc0295d91","Ellen White",0.2043124,"Regular Play",6.503076,1.6015558,"Ground Pass","Right Foot",104.4,31.7,104.2,38.2,17.6705970470723,15.9022011055074,"No goal"
"44295","9705c00b-5086-4efa-bf19-44c9e7b1c9bc","Megan Campbell",0.04720841,"Regular Play",29.014652,0.57175165,"High Pass","Left Foot",84.8,30.8,109.2,46.5,36.3824133339173,12.6051576745394,"No goal"
"44359","a3b417e1-40dd-43d9-b8a0-68daa8914d45","Janine Beckie",0.0454995,"From Free Kick",31.653751,-1.6975024,"High Pass","Right Foot",113,67.9,109,36.5,28.7647353542493,11.5433963806152,"No goal"
"44497","a13e0dfa-db95-47d3-8c00-4255b65d7207","Janine Beckie",0.27086878,"From Throw In",17.197674,-1.4190311,"Ground Pass","Right Foot",109.5,60,112.1,43,22.588713996153,8.4504437753292,"No goal"
"44582","ea40217d-068d-483b-a2b5-03fb2b18457f","Ellen White",0.420236,"From Counter",7.632169,-0.09184612,"Ground Pass","Left Foot",104,35.6,111.6,34.9,16.5939748101532,9.82700361249553,"Goal"
"44616","eec7a5aa-c2d4-4cf0-898f-447fa2210ae2","Kit Graham",0.043496493,"Regular Play",18.855768,-1.2188536,"High Pass","Head",68.5,36.2,75,18.5,51.6400038729665,49.8723370216396,"No goal"
"44758","9bf1f680-76b3-4e4e-b226-d36e07f5d65a","Gemma Suzanne Davison",0.07130784,"From Throw In",7.2718635,1.0209432,"High Pass","Other",97.1,32.4,100.9,38.6,24.1281992697342,19.1512401687201,"No goal"
"44829","513f720d-b38f-4443-9394-d202e83893a8","Jill Scott",0.054627452,"From Counter",13.661991,-0.83199656,"Ground Pass","Right Foot",77.8,76.2,87,66.1,55.5992805708851,42.0738636210177,"No goal"
"44997","dcc1a565-8a7d-4555-a344-4b81d06bc915","Jill Scott",0.13254029,"From Counter",29.130224,-1.0733674,"Ground Pass","Right Foot",89.5,68.2,103.4,42.6,41.5390178025432,16.8023807836866,"No goal"
"45057","5a39d320-de27-4fc0-9126-098a1ff52420","Janine Beckie",0.09688094,"Regular Play",36.033596,-1.4846591,"High Pass","Right Foot",107.8,75.4,110.9,39.5,37.4432904536981,9.11372591205155,"No goal"
"45264","dd0dc734-e7b2-4201-983c-b728b3de91fe","Lauren Hemp",0.236261,"Regular Play",9.1350975,1.4831097,"Ground Pass","Left Foot",106.2,39.7,107,48.8,13.8032604843928,15.6984075625523,"No goal"
"45343","b9200972-65de-4797-bf58-894cc7e51ee8","Stephanie Houghton",0.16887712,"From Corner",7.7175126,-1.0259324,"High Pass","Head",111.5,43.3,115.5,36.7,9.11811384004389,5.58032257132148,"No goal"
"45476","a6c7b294-94e6-44b5-9592-0d8488a38880","Jill Scott",0.2502249,"From Throw In",35.0705,-1.3901777,"High Pass","Right Foot",106,74,112.3,39.5,36.7695526217005,7.71621668954417,"No goal"
"45673","59d70175-ff7d-4959-913e-272943e1fc0b","Janine Beckie",0.08034485,"Regular Play",43.693134,-1.1030545,"High Pass","Right Foot",98,71.9,117.7,32.9,38.7506128983788,7.46324326281812,"No goal"
"45722","d537ff59-63ed-42d7-aa21-eb2e53fbf20f","Keira Walsh",0.07630029,"Regular Play",36.840195,0.2805368,"High Pass","Right Foot",62.9,51.6,98.3,61.8,58.2663710900207,30.759226258149,"No goal"
"45877","9d19ff35-4dab-459c-8a9b-5f46bf631eed","Caroline Weir",0.16214994,"Regular Play",19,0,"High Pass","Left Foot",84.8,39,103.8,39,35.214201680572,16.2308348522188,"No goal"
"45886","d76b7ddb-2888-4d73-ba7c-b580960602ce","Jill Scott",0.039366778,"Regular Play",5.6089215,-0.19739556,"High Pass","Head",109.8,48,115.3,46.9,12.963024338479,8.34865258589672,"No goal"
"45985","7ed91adb-fc90-4b42-ae08-c919535e8160","Ria Percival",0.03859502,"Regular Play",10.818965,0.14843291,"Low Pass","Left Foot",85.6,60.9,96.3,62.5,40.2513353815746,32.6793512787509,"No goal"
"46061","8c950909-3c3f-4b4e-b959-5b79d5dc2ee8","Lauren Hemp",0.12169399,"From Counter",9.436631,1.7411715,"Low Pass","Left Foot",107.8,18.7,106.2,28,24.5464865102931,18.2877007849538,"No goal"
"46266","24d25f08-6b14-4e37-bea9-5d2dcc7282be","Emma Mitchell",0.015885536,"From Free Kick",13.396268,2.547379,"Ground Pass","Left Foot",90.9,24.1,79.8,31.6,33.1605186931688,41.0682359007542,"No goal"
"46477","079e44cc-7154-47a3-a30b-145753251cb8","Caroline Weir",0.08809247,"From Corner",47.643887,-1.648534,"High Pass","Left Foot",120,80,116.3,32.5,40,8.36301381082203,"No goal"
"46915","1f2f7b2b-93fd-43f2-8389-aa059d448de6","Vivianne Miedema",0.17738888,"From Corner",20.754276,1.6431336,"High Pass","Left Foot",116.1,21.3,114.6,42,19.1023558756505,5.75847201955519,"Goal"
"47455","48984e9b-0430-4282-811e-8f41374455e2","Leah Williamson",0.18325208,"Regular Play",31.395859,-0.7808937,"High Pass","Right Foot",76.8,55.7,99.1,33.6,45.9644427791744,21.8579504986172,"No goal"
"47514","1880f42b-b1ff-42c2-aa0e-6118dc31dd87","Leah Williamson",0.06627207,"Regular Play",51.393578,-0.060355455,"High Pass","Right Foot",52.5,56.5,103.8,53.4,69.4874089314028,21.0237960416286,"Goal"
"47521","6d2bd66c-8e60-489b-a2d1-17d137153811","Lucy Staniforth",0.027716551,"From Kick Off",55.194927,0.4458213,"High Pass","Right Foot",51.6,40.3,101.4,64.1,68.4006578915729,30.4428973653954,"No goal"
"48143","a158b253-156e-437b-9ac2-a461635a581f","Vivianne Miedema",0.37214565,"Regular Play",16.534206,1.0448986,"High Pass","Other",102.4,33.3,110.7,47.6,18.8321533553654,12.0104121494643,"No goal"
"48366","3273fa68-e5b0-4930-9284-aec8264db1d3","Lisa Evans",0.039194684,"From Throw In",15.616017,-1.4488242,"Ground Pass","Right Foot",91.3,72.7,93.2,57.2,43.508389995494,31.8446227799922,"No goal"
"48665","005477d7-9424-477f-b42a-8bc20b8e4a84","Jordan Nobbs",0.036455214,"Regular Play",34.931362,-0.7813496,"Ground Pass","Right Foot",54.6,28.8,79.4,4.2,66.3520911501665,54.1294744108974,"No goal"
"48836","72927689-ec17-4ff1-8f01-a9c2150b1d25","Kim Little",0.35879388,"Regular Play",38.226692,-0.23228899,"Ground Pass","Right Foot",62.3,34.8,99.5,26,57.9338415781312,24.8243831746128,"No goal"
"48978","56ebf932-0c2d-451e-a33a-21e3b77a62f4","Danielle van de Donk",0.34667218,"Regular Play",18.212358,-0.7193465,"High Pass","Left Foot",95,50.2,108.7,38.2,27.00074073058,11.4424647694454,"No goal"
"49089","36209378-1116-4824-ac49-24b514bed1d1","Rachel Williams",0.023037735,"From Throw In",10.272779,-0.8473876,"Ground Pass","Right Foot",82,51.9,88.8,44.2,39.819718733311,31.4814230936278,"No goal"
"50030","c7235c34-8584-4874-8fb2-493a0f595cd3","Rachel Williams",0.043241464,"Regular Play",10.822661,-1.0161147,"Ground Pass","Right Foot",86.3,47.6,92,38.4,34.546345682286,28.045677028733,"No goal"
